OrderID,ClientID,Instrument,Type,Volume,PriceLimit,Status,PlacedAt
972000057,972,Adobe,SELL,27.53,82.15,PENDING,2026-01-30 12:09:44
151000057,151,Facebook,BUY,93.54,117.26,PENDING,2026-01-30 12:09:44
689000057,689,Bitcoin,SELL,62.61,83.93,PENDING,2026-01-30 12:09:44
272000060,272,Samsung,SELL,86.61,105.98,PENDING,2026-01-30 12:09:45
140000057,140,Microsoft,SELL,16.33,82.26,PENDING,2026-01-30 12:09:45
580000058,580,Oracle,BUY,15.04,130.78,PENDING,2026-01-30 12:09:45
972000058,972,Apple,BUY,24.59,97.87,PENDING,2026-01-30 12:09:45
151000058,151,Oracle,BUY,90.67,101.07,PENDING,2026-01-30 12:09:45
689000058,689,Amazon,SELL,42.82,110.85,PENDING,2026-01-30 12:09:45
272000061,272,Netflix,BUY,53.30,118.74,PENDING,2026-01-30 12:09:46
140000058,140,Amazon,BUY,23.34,146.28,PENDING,2026-01-30 12:09:46
580000059,580,Intel,SELL,28.55,115.26,PENDING,2026-01-30 12:09:46
972000059,972,Oracle,SELL,62.42,98.89,PENDING,2026-01-30 12:09:46
151000059,151,Microsoft,SELL,75.93,86.98,PENDING,2026-01-30 12:09:46
689000059,689,Ethereum,BUY,17.00,113.61,PENDING,2026-01-30 12:09:46
272000062,272,Ripple,SELL,59.56,104.38,PENDING,2026-01-30 12:09:47
140000059,140,Intel,BUY,94.46,126.14,PENDING,2026-01-30 12:09:47
580000060,580,Bitcoin,BUY,82.93,120.35,PENDING,2026-01-30 12:09:47
972000060,972,Intel,BUY,43.03,128.55,PENDING,2026-01-30 12:09:47
151000060,151,Oracle,BUY,95.40,118.10,PENDING,2026-01-30 12:09:47
689000060,689,Facebook,SELL,78.34,89.51,PENDING,2026-01-30 12:09:47
272000063,272,Oracle,SELL,72.31,88.76,PENDING,2026-01-30 12:09:48
140000060,140,Adobe,SELL,32.86,97.52,PENDING,2026-01-30 12:09:48
580000061,580,Bitcoin,SELL,13.31,79.76,PENDING,2026-01-30 12:09:48
972000061,972,IBM,BUY,47.23,142.05,PENDING,2026-01-30 12:09:48
151000061,151,Netflix,BUY,85.50,127.03,PENDING,2026-01-30 12:09:48
689000061,689,Microsoft,SELL,17.98,83.00,PENDING,2026-01-30 12:09:48
272000064,272,IBM,SELL,39.63,92.65,PENDING,2026-01-30 12:09:49
140000061,140,Apple,BUY,21.14,114.01,PENDING,2026-01-30 12:09:49
580000062,580,Samsung,BUY,73.03,118.74,PENDING,2026-01-30 12:09:49
972000062,972,Adobe,SELL,13.94,77.85,PENDING,2026-01-30 12:09:49
151000062,151,Apple,BUY,34.41,119.09,PENDING,2026-01-30 12:09:49
689000062,689,Oracle,SELL,71.27,109.12,PENDING,2026-01-30 12:09:49
272000065,272,Ethereum,BUY,57.30,132.66,PENDING,2026-01-30 12:09:50
140000062,140,Bitcoin,BUY,68.35,117.69,PENDING,2026-01-30 12:09:50
580000063,580,Intel,BUY,28.60,107.80,PENDING,2026-01-30 12:09:50
972000063,972,Samsung,BUY,96.38,127.87,PENDING,2026-01-30 12:09:50
151000063,151,Netflix,SELL,32.91,81.12,PENDING,2026-01-30 12:09:50
689000063,689,Microsoft,SELL,77.36,98.98,PENDING,2026-01-30 12:09:50
272000066,272,Bitcoin,BUY,72.18,128.90,PENDING,2026-01-30 12:09:51
140000063,140,Intel,BUY,93.26,129.83,PENDING,2026-01-30 12:09:51
580000064,580,Netflix,BUY,26.96,145.14,PENDING,2026-01-30 12:09:51
972000064,972,Adobe,SELL,97.10,120.70,PENDING,2026-01-30 12:09:51
151000064,151,Ethereum,BUY,39.35,143.35,PENDING,2026-01-30 12:09:51
689000064,689,Samsung,SELL,49.99,114.00,PENDING,2026-01-30 12:09:51
272000067,272,Ripple,BUY,12.70,146.35,PENDING,2026-01-30 12:09:52
140000064,140,Google,BUY,43.86,145.69,PENDING,2026-01-30 12:09:52
580000065,580,Tesla,BUY,88.73,122.01,PENDING,2026-01-30 12:09:52
972000065,972,Bitcoin,BUY,55.56,106.51,PENDING,2026-01-30 12:09:52
151000065,151,IBM,BUY,51.89,133.78,PENDING,2026-01-30 12:09:52
689000065,689,Samsung,BUY,88.79,99.52,PENDING,2026-01-30 12:09:52
272000068,272,Oracle,SELL,92.20,72.00,PENDING,2026-01-30 12:09:53
140000065,140,Intel,SELL,51.50,79.47,PENDING,2026-01-30 12:09:53
580000066,580,Adobe,SELL,65.48,80.60,PENDING,2026-01-30 12:09:53
972000066,972,IBM,SELL,85.31,119.13,PENDING,2026-01-30 12:09:53
151000066,151,Facebook,SELL,47.21,99.28,PENDING,2026-01-30 12:09:53
689000066,689,Bitcoin,BUY,99.26,137.44,PENDING,2026-01-30 12:09:53
272000069,272,Microsoft,SELL,70.28,88.89,PENDING,2026-01-30 12:09:54
140000066,140,Tesla,SELL,94.44,104.12,PENDING,2026-01-30 12:09:54
580000067,580,Facebook,SELL,46.50,76.91,PENDING,2026-01-30 12:09:54
972000067,972,Oracle,SELL,64.92,91.43,PENDING,2026-01-30 12:09:54
151000067,151,Bitcoin,BUY,99.42,103.57,PENDING,2026-01-30 12:09:54
689000067,689,Adobe,BUY,36.65,145.50,PENDING,2026-01-30 12:09:54
272000070,272,Facebook,BUY,68.78,126.16,PENDING,2026-01-30 12:09:55
140000067,140,Amazon,SELL,59.36,90.52,PENDING,2026-01-30 12:09:55
580000068,580,Ethereum,SELL,70.67,68.25,PENDING,2026-01-30 12:09:55
972000068,972,Apple,SELL,46.20,81.70,PENDING,2026-01-30 12:09:55
151000068,151,Amazon,BUY,34.15,125.03,PENDING,2026-01-30 12:09:55
689000068,689,Amazon,SELL,63.70,92.97,PENDING,2026-01-30 12:09:55
272000071,272,Adobe,SELL,83.59,88.57,PENDING,2026-01-30 12:09:56
140000068,140,Apple,BUY,31.74,101.68,PENDING,2026-01-30 12:09:56
580000069,580,Netflix,SELL,22.15,96.48,PENDING,2026-01-30 12:09:56
972000069,972,IBM,SELL,75.69,119.24,PENDING,2026-01-30 12:09:56
151000069,151,Ripple,BUY,23.17,120.16,PENDING,2026-01-30 12:09:56
689000069,689,IBM,SELL,84.42,116.22,PENDING,2026-01-30 12:09:56
272000072,272,Google,BUY,50.93,142.80,PENDING,2026-01-30 12:09:57
140000069,140,Intel,SELL,85.16,109.58,PENDING,2026-01-30 12:09:57
580000070,580,Oracle,SELL,94.03,78.23,PENDING,2026-01-30 12:09:57
972000070,972,Microsoft,SELL,10.41,91.73,PENDING,2026-01-30 12:09:57
151000070,151,Oracle,BUY,41.79,124.95,PENDING,2026-01-30 12:09:57
689000070,689,Ethereum,SELL,36.79,69.60,PENDING,2026-01-30 12:09:57
272000073,272,IBM,BUY,26.80,126.02,PENDING,2026-01-30 12:09:58
140000070,140,Ethereum,BUY,37.62,132.38,PENDING,2026-01-30 12:09:58
580000071,580,IBM,BUY,93.21,125.59,PENDING,2026-01-30 12:09:58
972000071,972,Ethereum,SELL,87.04,84.40,PENDING,2026-01-30 12:09:58
151000071,151,Samsung,BUY,57.14,140.98,PENDING,2026-01-30 12:09:58
689000071,689,Amazon,BUY,65.08,100.97,PENDING,2026-01-30 12:09:58
272000074,272,Amazon,BUY,81.37,122.62,PENDING,2026-01-30 12:09:59
140000071,140,Oracle,BUY,77.86,120.34,PENDING,2026-01-30 12:09:59
580000072,580,Apple,SELL,50.81,111.34,PENDING,2026-01-30 12:09:59
972000072,972,Samsung,BUY,34.31,148.76,PENDING,2026-01-30 12:09:59
151000072,151,Apple,BUY,58.13,128.94,PENDING,2026-01-30 12:09:59
689000072,689,Adobe,SELL,88.69,110.83,PENDING,2026-01-30 12:09:59
272000075,272,IBM,SELL,95.74,73.61,PENDING,2026-01-30 12:10:00
140000072,140,Netflix,BUY,48.07,144.20,PENDING,2026-01-30 12:10:00
580000073,580,Microsoft,BUY,66.65,125.61,PENDING,2026-01-30 12:10:00
972000073,972,Apple,SELL,12.13,70.86,PENDING,2026-01-30 12:10:00
151000073,151,Ripple,SELL,19.10,101.01,PENDING,2026-01-30 12:10:00
689000073,689,Oracle,SELL,77.94,90.27,PENDING,2026-01-30 12:10:00
272000076,272,Facebook,SELL,57.34,108.56,PENDING,2026-01-30 12:10:01
140000073,140,Samsung,SELL,20.25,108.80,PENDING,2026-01-30 12:10:01
580000074,580,Apple,SELL,73.64,121.12,PENDING,2026-01-30 12:10:01
972000074,972,Ripple,SELL,97.32,106.03,PENDING,2026-01-30 12:10:01
151000074,151,Ripple,SELL,17.92,79.69,PENDING,2026-01-30 12:10:01
689000074,689,IBM,SELL,49.02,115.17,PENDING,2026-01-30 12:10:01
272000077,272,Tesla,BUY,61.38,129.31,PENDING,2026-01-30 12:10:02
140000074,140,Microsoft,SELL,72.17,103.23,PENDING,2026-01-30 12:10:02
580000075,580,Ripple,SELL,87.57,93.44,PENDING,2026-01-30 12:10:02
972000075,972,Facebook,BUY,85.00,133.48,PENDING,2026-01-30 12:10:02
151000075,151,Samsung,BUY,95.67,127.63,PENDING,2026-01-30 12:10:02
689000075,689,Google,BUY,49.46,107.73,PENDING,2026-01-30 12:10:02
272000078,272,IBM,SELL,90.10,99.12,PENDING,2026-01-30 12:10:03
140000075,140,Microsoft,BUY,45.51,135.29,PENDING,2026-01-30 12:10:03
580000076,580,Apple,SELL,40.44,92.45,PENDING,2026-01-30 12:10:03
972000076,972,Microsoft,BUY,36.89,143.18,PENDING,2026-01-30 12:10:03
151000076,151,Oracle,BUY,29.66,109.09,PENDING,2026-01-30 12:10:03
689000076,689,Facebook,BUY,93.01,151.73,PENDING,2026-01-30 12:10:03
272000079,272,Facebook,SELL,58.81,125.83,PENDING,2026-01-30 12:10:04
140000076,140,Amazon,BUY,23.30,120.17,PENDING,2026-01-30 12:10:04
580000077,580,Google,BUY,71.06,114.48,PENDING,2026-01-30 12:10:04
972000077,972,Adobe,BUY,42.41,120.78,PENDING,2026-01-30 12:10:04
151000077,151,Tesla,SELL,93.63,99.05,PENDING,2026-01-30 12:10:04
689000077,689,Apple,SELL,97.44,73.04,PENDING,2026-01-30 12:10:04
272000080,272,Samsung,SELL,47.13,82.34,PENDING,2026-01-30 12:10:05
140000077,140,Microsoft,SELL,15.51,105.22,PENDING,2026-01-30 12:10:05
580000078,580,Facebook,SELL,54.89,74.22,PENDING,2026-01-30 12:10:05
972000078,972,Ethereum,SELL,16.35,94.16,PENDING,2026-01-30 12:10:05
151000078,151,Oracle,BUY,58.92,124.36,PENDING,2026-01-30 12:10:05
689000078,689,Apple,BUY,21.94,131.23,PENDING,2026-01-30 12:10:05
272000081,272,Adobe,SELL,66.94,84.67,PENDING,2026-01-30 12:10:06
140000078,140,Apple,BUY,92.36,97.56,PENDING,2026-01-30 12:10:06
580000079,580,Google,SELL,16.17,111.61,PENDING,2026-01-30 12:10:06
972000079,972,Tesla,BUY,17.21,138.05,PENDING,2026-01-30 12:10:06
151000079,151,Tesla,SELL,88.37,96.16,PENDING,2026-01-30 12:10:06
689000079,689,Ethereum,SELL,51.14,121.67,PENDING,2026-01-30 12:10:06
272000082,272,Facebook,BUY,43.76,134.61,PENDING,2026-01-30 12:10:07
140000079,140,Apple,BUY,51.95,114.91,PENDING,2026-01-30 12:10:07
580000080,580,Ethereum,BUY,79.38,104.82,PENDING,2026-01-30 12:10:07
972000080,972,Intel,BUY,63.61,117.40,PENDING,2026-01-30 12:10:07
151000080,151,Ethereum,SELL,30.25,86.70,PENDING,2026-01-30 12:10:07
689000080,689,Bitcoin,BUY,11.49,133.43,PENDING,2026-01-30 12:10:07
272000083,272,Samsung,BUY,36.72,142.11,PENDING,2026-01-30 12:10:08
140000080,140,Ethereum,SELL,15.15,81.57,PENDING,2026-01-30 12:10:08
580000081,580,Netflix,SELL,43.71,102.52,PENDING,2026-01-30 12:10:08
972000081,972,Facebook,SELL,72.40,78.31,PENDING,2026-01-30 12:10:08
151000081,151,Facebook,BUY,22.96,134.76,PENDING,2026-01-30 12:10:08
689000081,689,Ethereum,SELL,11.77,109.33,PENDING,2026-01-30 12:10:08
272000084,272,Adobe,SELL,73.19,110.43,PENDING,2026-01-30 12:10:09
140000081,140,Tesla,BUY,23.70,123.20,PENDING,2026-01-30 12:10:09
580000082,580,Netflix,SELL,93.73,87.33,PENDING,2026-01-30 12:10:09
972000082,972,Tesla,BUY,30.89,96.45,PENDING,2026-01-30 12:10:09
151000082,151,Microsoft,SELL,72.50,75.50,PENDING,2026-01-30 12:10:09
689000082,689,Ripple,BUY,43.78,147.95,PENDING,2026-01-30 12:10:09
272000085,272,Intel,BUY,38.39,105.40,PENDING,2026-01-30 12:10:10
140000082,140,Ethereum,SELL,18.74,84.48,PENDING,2026-01-30 12:10:10
580000083,580,Tesla,BUY,12.06,119.93,PENDING,2026-01-30 12:10:10
972000083,972,Tesla,SELL,97.36,90.21,PENDING,2026-01-30 12:10:10
151000083,151,Facebook,SELL,63.89,102.73,PENDING,2026-01-30 12:10:10
689000083,689,Apple,BUY,80.82,152.20,PENDING,2026-01-30 12:10:10
272000086,272,Samsung,SELL,46.60,106.99,PENDING,2026-01-30 12:10:11
140000083,140,Intel,SELL,66.47,107.44,PENDING,2026-01-30 12:10:11
580000084,580,Oracle,BUY,14.62,119.47,PENDING,2026-01-30 12:10:11
972000084,972,Samsung,BUY,88.58,114.13,PENDING,2026-01-30 12:10:11
151000084,151,Tesla,BUY,24.49,153.23,PENDING,2026-01-30 12:10:11
689000084,689,Adobe,BUY,31.80,129.74,PENDING,2026-01-30 12:10:11
272000087,272,Bitcoin,SELL,90.52,76.69,PENDING,2026-01-30 12:10:12
140000084,140,Google,BUY,43.94,131.99,PENDING,2026-01-30 12:10:12
580000085,580,Intel,SELL,27.34,95.61,PENDING,2026-01-30 12:10:12
972000085,972,Ripple,BUY,10.51,126.09,PENDING,2026-01-30 12:10:12
151000085,151,Facebook,BUY,31.81,106.25,PENDING,2026-01-30 12:10:12
689000085,689,Google,BUY,15.71,144.82,PENDING,2026-01-30 12:10:12
272000088,272,Netflix,SELL,97.44,93.80,PENDING,2026-01-30 12:10:13
140000085,140,Oracle,BUY,93.11,154.11,PENDING,2026-01-30 12:10:13
580000086,580,Facebook,SELL,73.85,80.27,PENDING,2026-01-30 12:10:13
972000086,972,Oracle,SELL,88.30,111.61,PENDING,2026-01-30 12:10:13
151000086,151,IBM,SELL,41.14,119.96,PENDING,2026-01-30 12:10:13
689000086,689,Amazon,SELL,57.01,65.80,PENDING,2026-01-30 12:10:13
272000089,272,Facebook,BUY,76.15,145.71,PENDING,2026-01-30 12:10:14
140000086,140,Ripple,BUY,73.72,119.34,PENDING,2026-01-30 12:10:14
580000087,580,Google,BUY,37.29,134.64,PENDING,2026-01-30 12:10:14
972000087,972,Facebook,SELL,54.88,75.51,PENDING,2026-01-30 12:10:14
151000087,151,Netflix,BUY,28.40,123.40,PENDING,2026-01-30 12:10:14
689000087,689,Facebook,BUY,45.29,115.93,PENDING,2026-01-30 12:10:14
272000090,272,Apple,SELL,36.44,102.89,PENDING,2026-01-30 12:10:15
140000087,140,Samsung,BUY,55.63,132.25,PENDING,2026-01-30 12:10:15
580000088,580,Facebook,SELL,35.77,88.29,PENDING,2026-01-30 12:10:15
972000088,972,Tesla,BUY,23.21,136.68,PENDING,2026-01-30 12:10:15
151000088,151,Adobe,BUY,21.95,129.73,PENDING,2026-01-30 12:10:15
689000088,689,Microsoft,BUY,73.72,102.29,PENDING,2026-01-30 12:10:15
272000091,272,Samsung,BUY,83.94,120.59,PENDING,2026-01-30 12:10:16
140000088,140,Amazon,SELL,99.73,98.39,PENDING,2026-01-30 12:10:16
580000089,580,Samsung,BUY,50.39,116.00,PENDING,2026-01-30 12:10:16
972000089,972,Facebook,BUY,95.69,127.37,PENDING,2026-01-30 12:10:16
151000089,151,Samsung,SELL,82.80,108.93,PENDING,2026-01-30 12:10:16
689000089,689,Amazon,SELL,49.54,81.22,PENDING,2026-01-30 12:10:16
272000092,272,Samsung,SELL,16.49,83.91,PENDING,2026-01-30 12:10:17
140000089,140,Netflix,SELL,42.36,99.41,PENDING,2026-01-30 12:10:17
580000090,580,Ripple,SELL,66.52,77.24,PENDING,2026-01-30 12:10:17
972000090,972,Facebook,SELL,55.87,98.23,PENDING,2026-01-30 12:10:17
151000090,151,Bitcoin,BUY,16.78,107.29,PENDING,2026-01-30 12:10:17
689000090,689,IBM,SELL,76.12,86.05,PENDING,2026-01-30 12:10:17
272000093,272,Intel,BUY,94.75,139.23,PENDING,2026-01-30 12:10:18
140000090,140,Ethereum,SELL,81.64,72.86,PENDING,2026-01-30 12:10:18
580000091,580,Ripple,SELL,24.17,95.41,PENDING,2026-01-30 12:10:18
972000091,972,Oracle,SELL,91.68,85.22,PENDING,2026-01-30 12:10:18
151000091,151,Ripple,BUY,83.45,122.59,PENDING,2026-01-30 12:10:18
689000091,689,Apple,SELL,91.10,97.71,PENDING,2026-01-30 12:10:18
272000094,272,Netflix,BUY,79.04,121.29,PENDING,2026-01-30 12:10:19
140000091,140,Ripple,BUY,36.33,121.86,PENDING,2026-01-30 12:10:19
580000092,580,Amazon,BUY,60.66,147.62,PENDING,2026-01-30 12:10:19
972000092,972,Oracle,SELL,46.48,100.17,PENDING,2026-01-30 12:10:19
151000092,151,Adobe,SELL,96.03,96.78,PENDING,2026-01-30 12:10:19
689000092,689,Bitcoin,SELL,36.56,83.60,PENDING,2026-01-30 12:10:19
272000095,272,Apple,BUY,26.30,126.48,PENDING,2026-01-30 12:10:20
140000092,140,Amazon,BUY,96.53,135.14,PENDING,2026-01-30 12:10:20
580000093,580,Netflix,BUY,19.58,136.13,PENDING,2026-01-30 12:10:20
972000093,972,Intel,BUY,64.12,129.86,PENDING,2026-01-30 12:10:20
151000093,151,Facebook,SELL,24.05,95.83,PENDING,2026-01-30 12:10:20
689000093,689,Ripple,BUY,88.00,129.29,PENDING,2026-01-30 12:10:20
272000096,272,Ripple,BUY,55.99,113.01,PENDING,2026-01-30 12:10:21
140000093,140,IBM,SELL,83.18,66.93,PENDING,2026-01-30 12:10:21
580000094,580,Apple,SELL,13.00,115.20,PENDING,2026-01-30 12:10:21
972000094,972,Adobe,BUY,66.82,128.75,PENDING,2026-01-30 12:10:21
151000094,151,Tesla,BUY,85.00,135.65,PENDING,2026-01-30 12:10:21
689000094,689,Google,BUY,25.93,107.68,PENDING,2026-01-30 12:10:21
272000097,272,Intel,SELL,91.49,117.36,PENDING,2026-01-30 12:10:22
140000094,140,Intel,SELL,88.18,82.09,PENDING,2026-01-30 12:10:22
580000095,580,Ethereum,SELL,70.32,88.87,PENDING,2026-01-30 12:10:22
972000095,972,Intel,BUY,70.18,111.63,PENDING,2026-01-30 12:10:22
151000095,151,Tesla,BUY,74.45,125.40,PENDING,2026-01-30 12:10:22
689000095,689,Ethereum,BUY,40.11,95.05,PENDING,2026-01-30 12:10:22
272000098,272,Apple,BUY,63.81,150.84,PENDING,2026-01-30 12:10:23
140000095,140,IBM,BUY,19.73,119.60,PENDING,2026-01-30 12:10:23
580000096,580,Tesla,BUY,85.81,141.64,PENDING,2026-01-30 12:10:23
972000096,972,Ethereum,BUY,77.87,118.66,PENDING,2026-01-30 12:10:23
151000096,151,Tesla,BUY,34.65,122.07,PENDING,2026-01-30 12:10:23
689000096,689,Apple,SELL,49.71,93.16,PENDING,2026-01-30 12:10:23
272000099,272,Oracle,SELL,98.08,98.15,PENDING,2026-01-30 12:10:24
140000096,140,Intel,SELL,88.25,93.83,PENDING,2026-01-30 12:10:24
580000097,580,Ethereum,BUY,48.74,100.91,PENDING,2026-01-30 12:10:24
972000097,972,Intel,SELL,79.81,97.15,PENDING,2026-01-30 12:10:24
151000097,151,Facebook,BUY,99.91,136.44,PENDING,2026-01-30 12:10:24
689000097,689,Adobe,BUY,83.75,142.54,PENDING,2026-01-30 12:10:24
272000100,272,Google,SELL,48.89,105.94,PENDING,2026-01-30 12:10:25
140000097,140,Adobe,BUY,96.56,145.92,PENDING,2026-01-30 12:10:25
580000098,580,Tesla,BUY,34.51,110.33,PENDING,2026-01-30 12:10:25
972000098,972,Tesla,SELL,31.30,81.99,PENDING,2026-01-30 12:10:25
151000098,151,Amazon,BUY,73.51,131.99,PENDING,2026-01-30 12:10:25
689000098,689,Apple,SELL,55.63,75.54,PENDING,2026-01-30 12:10:25
272000101,272,Amazon,BUY,30.11,126.06,PENDING,2026-01-30 12:10:26
140000098,140,Bitcoin,SELL,94.30,101.08,PENDING,2026-01-30 12:10:26
580000099,580,Ethereum,BUY,12.58,131.72,PENDING,2026-01-30 12:10:26
972000099,972,Ethereum,BUY,37.61,125.66,PENDING,2026-01-30 12:10:26
151000099,151,Samsung,SELL,74.93,95.91,PENDING,2026-01-30 12:10:26
689000099,689,Amazon,SELL,32.00,109.94,PENDING,2026-01-30 12:10:26
272000102,272,Apple,BUY,15.78,137.81,PENDING,2026-01-30 12:10:27
140000099,140,Google,BUY,70.72,127.21,PENDING,2026-01-30 12:10:27
580000100,580,Bitcoin,BUY,17.04,148.95,PENDING,2026-01-30 12:10:27
972000100,972,Adobe,BUY,57.77,93.83,PENDING,2026-01-30 12:10:27
151000100,151,Oracle,SELL,17.90,110.58,PENDING,2026-01-30 12:10:27
689000100,689,Ripple,SELL,51.40,85.83,PENDING,2026-01-30 12:10:27
272000103,272,Facebook,SELL,43.99,72.36,PENDING,2026-01-30 12:10:28
140000100,140,Facebook,BUY,71.73,155.50,PENDING,2026-01-30 12:10:28
580000101,580,Oracle,SELL,98.92,88.22,PENDING,2026-01-30 12:10:28
972000101,972,Facebook,BUY,53.91,146.51,PENDING,2026-01-30 12:10:28
151000101,151,Amazon,BUY,69.83,134.80,PENDING,2026-01-30 12:10:28
689000101,689,Samsung,BUY,60.13,145.48,PENDING,2026-01-30 12:10:28
272000104,272,IBM,BUY,72.40,154.46,PENDING,2026-01-30 12:10:29
140000101,140,IBM,SELL,36.89,69.39,PENDING,2026-01-30 12:10:29
580000102,580,Ethereum,BUY,64.72,133.57,PENDING,2026-01-30 12:10:29
972000102,972,Oracle,BUY,67.45,131.15,PENDING,2026-01-30 12:10:29
151000102,151,IBM,SELL,40.21,66.68,PENDING,2026-01-30 12:10:29
689000102,689,Bitcoin,SELL,23.52,88.15,PENDING,2026-01-30 12:10:29
272000105,272,Bitcoin,BUY,14.51,140.94,PENDING,2026-01-30 12:10:30
140000102,140,Facebook,BUY,29.47,97.24,PENDING,2026-01-30 12:10:30
580000103,580,Oracle,BUY,44.64,94.58,PENDING,2026-01-30 12:10:30
972000103,972,Microsoft,SELL,61.61,88.34,PENDING,2026-01-30 12:10:30
151000103,151,Netflix,SELL,41.34,103.73,PENDING,2026-01-30 12:10:30
689000103,689,Microsoft,BUY,78.64,104.86,PENDING,2026-01-30 12:10:30
272000106,272,Netflix,BUY,78.82,118.88,PENDING,2026-01-30 12:10:31
140000103,140,Oracle,BUY,78.09,157.72,PENDING,2026-01-30 12:10:31
580000104,580,IBM,SELL,15.15,82.48,PENDING,2026-01-30 12:10:31
972000104,972,Samsung,SELL,90.41,87.13,PENDING,2026-01-30 12:10:31
151000104,151,Apple,BUY,27.58,116.93,PENDING,2026-01-30 12:10:31
689000104,689,Samsung,SELL,90.62,129.65,PENDING,2026-01-30 12:10:31
272000107,272,Intel,SELL,48.62,78.22,PENDING,2026-01-30 12:10:32
140000104,140,Samsung,SELL,51.55,96.13,PENDING,2026-01-30 12:10:32
580000105,580,Ripple,BUY,54.86,125.73,PENDING,2026-01-30 12:10:32
972000105,972,Apple,SELL,97.84,95.16,PENDING,2026-01-30 12:10:32
151000105,151,Amazon,BUY,40.45,107.14,PENDING,2026-01-30 12:10:32
689000105,689,Tesla,BUY,38.41,130.21,PENDING,2026-01-30 12:10:32
272000108,272,Apple,SELL,58.76,115.71,PENDING,2026-01-30 12:10:33
140000105,140,Facebook,SELL,69.36,77.47,PENDING,2026-01-30 12:10:33
580000106,580,Apple,BUY,19.75,141.37,PENDING,2026-01-30 12:10:33
972000106,972,Google,SELL,97.52,102.37,PENDING,2026-01-30 12:10:33
151000106,151,Facebook,SELL,55.50,87.54,PENDING,2026-01-30 12:10:33
689000106,689,Ripple,SELL,87.34,91.93,PENDING,2026-01-30 12:10:33
272000109,272,Ethereum,BUY,77.49,141.67,PENDING,2026-01-30 12:10:34
140000106,140,Oracle,SELL,99.38,108.70,PENDING,2026-01-30 12:10:34
580000107,580,Tesla,SELL,83.50,100.71,PENDING,2026-01-30 12:10:34
972000107,972,IBM,SELL,52.15,105.53,PENDING,2026-01-30 12:10:34
151000107,151,Netflix,BUY,33.63,142.62,PENDING,2026-01-30 12:10:34
689000107,689,Facebook,BUY,15.40,146.06,PENDING,2026-01-30 12:10:34
272000110,272,Bitcoin,BUY,35.25,117.58,PENDING,2026-01-30 12:10:35
140000107,140,Ripple,BUY,90.38,138.66,PENDING,2026-01-30 12:10:35
580000108,580,Samsung,BUY,51.53,101.93,PENDING,2026-01-30 12:10:35
972000108,972,Adobe,BUY,44.39,128.02,PENDING,2026-01-30 12:10:35
151000108,151,Netflix,SELL,13.72,107.38,PENDING,2026-01-30 12:10:35
689000108,689,Intel,SELL,47.18,126.78,PENDING,2026-01-30 12:10:35
272000111,272,Apple,BUY,79.50,105.25,PENDING,2026-01-30 12:10:36
140000108,140,Ripple,BUY,51.84,100.15,PENDING,2026-01-30 12:10:36
580000109,580,Tesla,SELL,12.66,93.30,PENDING,2026-01-30 12:10:36
972000109,972,Intel,SELL,85.21,92.93,PENDING,2026-01-30 12:10:36
151000109,151,Netflix,BUY,85.84,131.03,PENDING,2026-01-30 12:10:36
689000109,689,Tesla,SELL,24.44,106.33,PENDING,2026-01-30 12:10:36
272000112,272,Facebook,SELL,44.83,78.04,PENDING,2026-01-30 12:10:37
140000109,140,Adobe,BUY,35.51,154.50,PENDING,2026-01-30 12:10:37
580000110,580,Adobe,SELL,10.75,89.53,PENDING,2026-01-30 12:10:37
972000110,972,Facebook,BUY,94.00,145.70,PENDING,2026-01-30 12:10:37
151000110,151,Apple,SELL,44.12,84.13,PENDING,2026-01-30 12:10:37
689000110,689,Oracle,SELL,15.32,86.23,PENDING,2026-01-30 12:10:37
272000113,272,IBM,SELL,79.60,113.08,PENDING,2026-01-30 12:10:38
140000110,140,Samsung,BUY,23.06,128.83,PENDING,2026-01-30 12:10:38
580000111,580,Microsoft,BUY,89.68,94.75,PENDING,2026-01-30 12:10:38
972000111,972,Bitcoin,SELL,64.69,93.28,PENDING,2026-01-30 12:10:38
151000111,151,Intel,SELL,56.36,120.72,PENDING,2026-01-30 12:10:38
689000111,689,Netflix,SELL,74.42,89.08,PENDING,2026-01-30 12:10:38
272000114,272,Bitcoin,SELL,26.61,116.76,PENDING,2026-01-30 12:10:39
140000111,140,Microsoft,SELL,92.33,105.15,PENDING,2026-01-30 12:10:39
580000112,580,Netflix,SELL,68.92,82.90,PENDING,2026-01-30 12:10:39
972000112,972,Adobe,BUY,95.67,131.51,PENDING,2026-01-30 12:10:39
151000112,151,Bitcoin,BUY,52.87,111.94,PENDING,2026-01-30 12:10:39
689000112,689,Microsoft,BUY,74.92,94.69,PENDING,2026-01-30 12:10:39
272000115,272,Adobe,BUY,82.91,129.05,PENDING,2026-01-30 12:10:40
140000112,140,Apple,SELL,29.96,103.42,PENDING,2026-01-30 12:10:40
580000113,580,Apple,BUY,13.81,118.68,PENDING,2026-01-30 12:10:40
972000113,972,Samsung,SELL,77.47,80.28,PENDING,2026-01-30 12:10:40
151000113,151,Apple,BUY,50.84,146.80,PENDING,2026-01-30 12:10:40
689000113,689,Facebook,BUY,99.69,124.73,PENDING,2026-01-30 12:10:40
272000116,272,Adobe,BUY,25.45,142.52,PENDING,2026-01-30 12:10:41
